"species 1"	"species 2"	"species 3"	"species 4"	"species 5"	"species 6"	"species 7"	"species 8"	"species 9"	"species 10"	"species 11"	"species 12"	"species 13"	"species 14"	"species 15"	"species 16"	"species 17"	"species 18"	"species 19"	"species 20"	"species 21"	"species 22"	"species 23"	"species 24"	"species 25"	"species 26"	"species 27"	"species 28"	"species 29"	"species 30"	"species 31"	"species 32"	"species 33"	"species 34"	"species 35"	"species 36"	"species 37"	"species 38"	"species 39"	"species 40"	"species 41"	"species 42"	"species 43"	"species 44"	"species 45"	"species 46"	"species 47"	"species 48"	"species 49"	"species 50"	"species 51"	"species 52"	"species 53"	"species 54"	"species 55"	"species 56"	"species 57"	"species 58"	"species 59"	"species 60"	"species 61"	"species 62"	"species 63"	"species 64"	"species 65"	"species 66"	"species 67"	"species 68"	"species 69"	"species 70"	"species 71"	"species 72"	"species 73"	"species 74"	"species 75"	"species 76"	"species 77"	"species 78"	"species 79"	"species 80"	"species 81"	"species 82"	"species 83"	"species 84"	"species 85"	"species 86"	"species 87"	"species 88"	"species 89"	"species 90"	"species 91"	"species 92"	"species 93"	"species 94"	"species 95"	"species 96"	"species 97"	"species 98"	"species 99"	"species 100"
"region1_1"	0.926509586566643	1.48190902369219	0	0	0	0	0	2.29314479125021	0.297890039484171	0	1.1222598690581	0	0	1.75977742470055	1.67020258702431	3.54372804917514	1.7055250200973	0	0	3.21104027397517	1.94052332654763	0.468866862330876	0	1.83113573736237	0	0	0	2.14612344167934	0.85340798312498	0	0	0	1.8253060704816	4.631553159201	0	0	0	0	0.392539418084499	0	0	0	0	0.911521364687705	2.4388068615805	0.744817541279153	0	0	0	0.832389865997986	0	1.57840734288507	0	0	0.128680479120043	0	0.862182905239999	1.10189064856963	0	0.653149244998622	2.16310296035845	0	0	0	0.546824561952301	0	0	0	0	0	1.91172926696737	0.125037905816111	0.714928734598956	2.00955305001569	0	1.52456371179804	0	1.17587150398779	0	0.671288986837162	0	0.325870678074561	2.12449525454761	0	0	0	0.192073647029416	1.10190880449721	0	2.00955233977353	0.244923989542959	1.09161593602532	0.921669972732175	0	0	0	4.76837261156223	0	4.58842347595434	0.277135210529251
"region1_2"	0.359258309235509	18.2580177885345	0	0.906640427987953	0.893933686101703	2.75812200460854	0.771890613754275	0.278330030100118	0	0	0	0	0.123342614904518	1.01544983102518	0.770823970623706	0.292603940688012	2.48910699706287	0	0	0.866223126902277	0.285737966922094	3.36998878423615	0	1.30233835981592	0.607091868953178	0	0.115275741708435	0.665911157662944	0	1.98628548426282	0	1.22372972929898	2.33430057035264	2.19804393143923	0.501968401547826	0.484952165084736	0.263145104024843	0.687264763282935	3.19381519086758	3.34708528351791	0	0.668421811596415	0	0.305963171841021	0	0	5.19453979536199	0	0	0	0	1.34211805003299	0	1.68235524231431	1.71548095599341	0	0.972893688193108	0.524214314358965	0.344196354514562	1.28719243003079	2.19786959182558	0.88658331690434	0	0	1.90530034168403	0	0	0.600928902907154	3.57113857332146	0	0.968563377741236	0	3.19834056782497	0.738304693279316	3.65028139869863	0	0	0.852972552092805	1.61382048834658	0	0	2.74378208831722	0.941716404706798	0	0.489486875103412	0	0	0	0.734983267031526	1.02762962047385	0	0.353276694422544	1.63464947377432	0	3.09764930837468	0	0.160669230280176	0	0.750133062803174	0.809320231508838
"region1_3"	0	1.42558585839652	0	1.26082175952395	1.7996682899855	0	0	0	0	0	0	0.378953637633882	0	0	0	1.52331069095842	1.47924683595469	0	0	3.1646392246247	0.810716207124451	0.142101769745133	0	0	0.324667815242615	0	0	1.69212180521568	1.37228268586201	0	0	0.587378924447641	0	0	0.434361798838514	0	0	4.01582028131781	4.69457004607917	0	1.10141205252184	0.701608110359898	0	0	0.415265445950519	1.24363819961265	1.59285907000345	0	4.41012496446835	1.02141004707422	0	0	0	0.297019161797253	0.771169701124383	0	1.36854783657844	0	0	1.91326762437923	0	0.541109016176378	0	0	1.48191999888797	0	6.69174958714184	1.54158400114903	0	0	0	0	0.289430764858905	0.104363578374413	0.222300503316342	0.142301050489574	0	0.289153102298452	0.227638910453463	0	0.642306547175204	0.826027560564225	0.548673447757603	0.127266296779904	1.01946206320965	0	0	0	0	0	0	0.304526156520921	0.434922241732097	0.433395315054347	0	0.742391025025867	0	11.6131547618623	0.178512104408573	0
"region1_4"	0	0	0	0.718435588457817	1.4566008777934	1.35737609334299	0	0	14.6309435459341	0	0	0	0	0.976878905461627	2.55512450024651	2.30767355865895	0.195275308259355	0	0.701161685455356	0.753605726920929	0.58516413210657	1.342964269247	0	0	0.791363739782127	0	0.32001221552891	0.539712302274377	1.11348483565937	0.554785027095657	0	0.940277985985217	2.18534443853548	0	1.23179719989174	0.475112112324243	0	0.806195251020911	0.472066108688317	0	0	1.36341020472169	0	0	2.66857513235103	1.01652229502362	0	0	5.93453093916299	0.93776455384332	0	0	0	0	0.695646190458268	0	2.43457665131812	2.8034448977702	1.93470639574647	0.544475872961454	0.629205316911709	0	0	0	2.07433946671442	0	1.17224319607424	0.558885722986225	0.951759662772892	0	0.859704991341685	1.3857113767334	0	3.06628824788525	0	0	0	0.53171972970983	0	0	2.12123616993566	0	0.216287874991521	0	0	0	0	0	0.995359251486233	0.261648033625023	0	0.797467775247181	2.34019894930521	6.53845011078691	3.58581316645351	0	0.734984749968945	1.19764202583482	0.518986371489925	2.40622406232067
"region1_5"	0	0.661815281650943	0	1.24180397265888	0.682905072446172	1.71138667850542	0.91500337441589	0	1.06527729047723	0	0	0	0	1.45092169766154	0	0	0.508760990251411	0	0	0	0.660206709783679	0.100712944727964	0	2.14160029026084	0.443906982418497	0	0	0.452753572065667	0.397346668549753	4.29973691276155	0.0944379202716186	0	2.04991905532429	0	0	0.320408359301848	0	0	3.94955332809112	0.827318758742959	0	0.636252701935251	0	0.426891253530633	0	0	0.831958033195678	0	0.924321771229771	0.945681959976651	0	0.713831787100381	5.50841866051008	0.438221115667077	1.84697205074903	0	0.173429186393549	0	0	1.09891575381257	1.10372084474941	0	0	0	0	1.05661632787813	0	0	0	0	13.0716143009745	2.12343944687177	0	0.405869999061123	0.560854991010042	0	0	0.797254953363413	0	1.04587809786649	0	1.22956165290578	0.886395739850198	0	0.739276755088645	0	0.406883181433549	0.663737994536891	0	0.142106079286839	2.06278387114329	0.530916595546158	0.70412845033755	3.79325379825616	0.85855088300329	0	0	0	0.229330638154745	0
"region1_6"	0	0.343123999600226	0	0	8.32184768209766	0	0.355510251977724	0	0	0	0	0	0	0.219696632427477	0	0.78253452950042	0.232941678474002	0	0	0	3.09767447852601	2.1999329488203	0	2.34703229841086	0.641056609367694	0	0	0.370454583123492	2.18507944456641	0	0	0	1.01419434630615	1.9249360220796	2.38467539683662	0	4.64983233282729	0	3.87828332825305	3.08867758977385	0	5.93201722184154	0	1.59363215332621	0	0.33466947608414	0	0	5.02761917547542	0.0520375700191098	0	0.86872963566168	0	0.109035529663995	1.99136537449842	0	0.921553349730903	0	1.73513822232102	3.74572790788496	0	0	0	0	0	0	5.13859249653299	0.573853784787422	0.379273965959579	0	0	1.67464237627339	0.254015834723246	0	0	0	0	0	3.39128433343578	0.470815793096557	0.703034314642711	0.970602022262511	1.66398386886474	0	0.756609438566862	0	0	0	0	2.75065548645792	2.01069583621992	0.163540289680491	0.99174650524598	0.301923848117342	0	0	1.00424712421517	0	0.897271707534805	0
"region1_7"	0	0	0	0.654708992845804	18.319858550579	0	0	0	0	0	0.429411408426634	0	0	0.37137447566404	0.937620465802711	2.28567559153372	1.95705335124565	0	0	0.356997466510233	1.64209180826835	0.38448123040098	0	3.16340127087678	0.569994193006862	0	0	0.226479823087049	0.503523920009085	1.0206316536539	0	1.16636559580306	1.30914654390382	0.108547520691139	0.693732868583061	0	0	0	1.25007585807361	0.469602333886811	0	5.53911709362023	0	1.93614724151633	0	0.850685198970995	0	1.71376640841418	3.65678595824456	0.793769267515703	0	2.68466439208828	0	0.929204904995934	0.331222479835519	0	0.699651310590778	0.0814194926425248	0	0	0.942657994745667	0	0	0	1.28710296677352	0	0	2.86247964674886	1.65942951663666	0	1.00625755906574	0.970243448644531	0	0	0.650078130146778	2.88418473095918	0	9.50177852908402	0	1.1259232799124	0	0.459971084358208	0.776068594678772	0	0.371162697819566	0	0	0	0	0.389594288699324	0.63449928461608	1.31302564359851	0	0	0.508651832295708	0.337813929438238	0	1.05239101479516	0	0
"region1_8"	0	0	0	2.96142765475839	3.62872481479124	0.78256392006652	2.54392802518295	0.4528467046586	0	0	0	0	0	0	0	0.944522947778106	1.24200617182096	0	0	0	1.80704822300525	0.162737679574935	0	0.563565323874928	0.466461072702279	0	0.564230004564524	2.42377574616277	1.73819425666054	0	0	0	0.653301995258957	0	0	0	2.19904452119983	0.799398757639273	20.9637958318691	0.338427977982547	1.30801518700463	0.801055341320356	0	1.21267372734352	0	0.978179285319084	0.742687196989871	0	0	1.34360790861704	0	0.293744499768592	0	0.920104679042282	1.33223341807999	0	0	1.0286859574655	0	1.23974778688289	0.195914475321999	0	0	0	0	0.582814231246738	1.30717301661531	1.17709842146947	0.480831185082127	0	2.39846190610645	0.360450762403452	1.55842369223335	0.380312845306181	0	0	0	0.13802759739384	0.19067749547094	6.95757024475876	0.42964084253553	0.677072891871647	0.910216698806602	0.946353956557751	0.490739863400166	0	0.530908950749608	0	0.194743920751921	0	0.313395525361864	1.0297556377205	2.1129314086178	1.1686127216724	0.313787261312607	1.09418947530283	0.930453956010855	0	7.60974085402733	1.54326251963111
"region1_9"	1.2170469307472	0	0	1.15659385266509	0.314741153684921	0	0.478513137916324	0	2.53815143881492	0	0	0	0	0	0	0.782642864092591	1.36085199732306	0	0	0.245645634703945	0.433256805153691	0.985203741646698	0	0	0.645604008307658	0	3.82935861223667	0.932531766295787	1.42540465441605	0.477933435385381	0	1.62971643248412	0	0	0	0.501306283408056	0	0	1.8905060217898	0	0	0	0	1.44233431001801	0.812454443213506	0	1.38183446180342	0	0	0	0	0.658455777346463	0	3.56275966489708	0.386120640518035	0	1.74256892105023	2.10489067246316	0.836569380277913	4.99199141040925	1.31791313065947	0	0	0	0.113371868481373	0	1.41638814990244	0.85563732863177	0	0	0	0.919076719156112	0.781346556593761	0.23939996638371	3.72852851366728	1.0110243418648	1.27757265142327	1.35203645204164	1.28513906986493	0.0625704883684945	0	1.05139027893381	1.13677852428657	0	0	0	0	2.02262566942297	0	1.84866373310811	0	3.52014113984544	0	0.477477054531773	0.239949494747707	0.634582735393484	0	4.51695533224822	1.23476454881452	1.78462852193521
"region1_10"	0.274675216665328	0.163618964249724	0	4.6457311136556	3.97541422949972	2.57045625694267	0.0942652910824028	0	3.2016738918637	0	0.288741519486106	0	0	0	5.51267183816408	0.78731226658685	0.378151541771303	1.43908586254551	0	0	2.06056729482628	3.13383365087199	0	0.453344781808398	0.138334836271378	0	0	1.64240665721945	0.659924639034954	0	0	0	1.44831479831427	0.703065750679782	0.258881140265667	0	0.746645317329774	0	0.501422489777976	0.109568866014813	0.357699239919743	0.240893428131703	1.97680504183475	1.7554569763408	2.28183553282133	0.675449049490829	0.371859270632874	0	3.07704160526965	0	0	1.63996622269355	0	1.7864006433859	0.980765079082937	0	0	0	2.48845375770953	2.68196554924903	0.955655354933098	0.497126636827759	0	0	0	0.483550502153211	0.681606825919212	4.468534373974	0.38801320173481	0.352279021131276	2.53061412793945	0	1.7964909355035	0.956642569512056	0	1.41840890768039	0	0	0.309672100373915	0	0.931428307997159	0.253452247150611	0	0	0.820967339843544	0	3.03333521879159	0.510206177000093	0.842750560292855	1.17409680459066	4.72137753346218	1.35792608693468	0.56076185134144	1.29916111808861	0	0	0.714353551357399	0	0.835057495300826	1.63290527206846
