"totalP"	"primProd"
193.416967852507	67.3950492420463
60.289541603066	32.8710748156725
245.581628572196	51.5628563488048
156.707594641019	56.5836249739985
10.4646183308214	11.5470988484035
72.3608828447759	31.5249998238182
12.0937082017772	11.6491585690795
77.9313678182662	41.0288325330206
151.401900127064	58.7494085595447
236.396246878896	67.6890418601637
246.316454782151	60.3394695361572
148.976083044428	54.7881556712679
227.643656538799	55.0226675365064
80.08003002638	42.6266532242822
193.983624203596	61.004739887435
117.338640823495	48.8293135061078
198.338228852954	52.6150049953037
69.6871945611201	40.67192246796
13.9492141301744	10.2437362435895
132.75631650677	53.083739008174
210.817312786821	56.0276789146011
144.290851533879	38.3933452844102
5.62471017846838	4.64078318146835
155.495425193571	51.1647750538942
53.2786958445795	30.7765436712645
240.219339308329	52.8343909586957
107.129903766792	50.9704861318059
224.392340850551	54.9337073806368
113.082035473548	54.5296154977413
145.046518885065	44.6478414491491
155.808859645389	49.6474872060275
36.5574568654411	30.0728524964046
12.9135192097165	14.5274634293738
79.1276282472536	41.3934655412235
53.4504701034166	40.9839799526322
49.729909078218	31.3935301037965
132.017857029568	52.6684566999052
143.123592749704	57.2072590049923
46.9444295819849	41.2970865733183
161.497284389101	64.7049715840789
198.486856597941	43.7232920807393
233.648164077662	61.6964431707978
233.822807651944	74.3678055398573
164.985124205705	55.3268614281158
196.36314940406	55.3078595498779
222.836050408427	47.6228563225636
30.2070746449754	25.9628353794723
41.8616151134484	26.8292505940741
45.6457583154552	30.7457121646597
11.1782638081349	11.9666382778201
70.5339434328489	39.2712164393874
247.531370229088	57.2850166053712
28.3086617514491	20.4375121878958
60.5903120846488	40.8077212184603
246.199069847818	62.1634915630833
65.0169768398628	35.2260740059288
118.820070690475	50.7799204682941
17.8504758742638	17.1330262932585
112.888823254034	56.0541113078796
122.742151868064	45.6096552209149
